Student_Names,Math,Physics,Chemistry,Grade,Comment,Roll No.
Steven Frazier,14,94,75,B,Average Performance,549453
Andrew Smith,64,14,60,D,Poor Pursuance,575194
Michael Caldwell,13,38,44,F,Failed,558078
Christy Wright,34,16,36,F,Failed,568263
Norman Floyd,25,28,17,F,Failed,551852
Justin Love,80,53,99,B+,Good Pursuance,588408
Jonathan Buchanan,61,62,24,D,Poor Pursuance,550857
Christopher Murphy,32,42,53,D,Poor Pursuance,534184
Carlos Gray,68,67,20,C,Below Average Achivement,588203
Valerie Jackson,60,63,87,B,Average Performance,541878
Carla Smith,12,70,41,D,Poor Pursuance,509728
Melvin Moody,56,58,19,D,Poor Pursuance,572633
Lindsay Bennett,78,40,78,B,Average Performance,573357
Marcus Hampton,87,36,69,B,Average Performance,503288
Ashley Pratt,41,39,58,D,Poor Pursuance,544405
Sharon Weiss,37,64,96,B,Average Performance,556653
Robin Jackson,22,25,67,D,Poor Pursuance,507640
William Potter,24,55,94,C,Below Average Achivement,585308
Jordan Harrington,51,69,32,D,Poor Pursuance,544203
Mary Harrison,34,21,82,D,Poor Pursuance,509768
Nicolas Lewis,77,10,92,C,Below Average Achivement,541007
Jacob Jones,83,18,21,D,Poor Pursuance,593648
Elizabeth Trujillo,80,86,64,B+,Good Pursuance,595585
Sarah Barnes,63,11,87,C,Below Average Achivement,515001
Luis Andrews,79,70,75,B+,Good Pursuance,569960
Kenneth Hawkins,70,46,59,C,Below Average Achivement,584502
Ms. Ruth Lewis,86,91,27,B,Average Performance,551874
Kristin Chavez,24,48,20,F,Failed,594653
Christine Gilbert,63,46,52,C,Below Average Achivement,522745
Heather Roman,13,48,47,D,Poor Pursuance,541615
Ryan Ortiz,38,92,68,B,Average Performance,540789
Troy Ferguson,91,44,38,C,Below Average Achivement,570162
Sarah Williams,89,82,60,B+,Good Pursuance,515571
Joshua Miller,70,82,20,C,Below Average Achivement,535939
Benjamin Cummings,22,56,91,C,Below Average Achivement,593790
Latasha Anderson,78,42,15,D,Poor Pursuance,514675
Allison Anderson,86,58,100,A,Very Good Achivement,515266
Megan Baker,83,70,68,B+,Good Pursuance,590815
Michael Williams,75,87,17,C,Below Average Achivement,525271
Jason Hood,12,73,91,C,Below Average Achivement,577167
Adrian Nash,73,43,100,B+,Good Pursuance,543959
Carrie Johnson,49,100,52,B,Average Performance,589686
Stephanie Frederick,88,74,75,B+,Good Pursuance,590936
Stephen Webb,93,82,15,B,Average Performance,536864
Haley Jimenez,65,35,43,D,Poor Pursuance,555745
Teresa Holmes,59,11,58,D,Poor Pursuance,544326
Clinton Long,82,24,60,C,Below Average Achivement,542399
Jorge Miller,20,62,15,F,Failed,564985
Nathan Burton,29,68,59,C,Below Average Achivement,556165
Heather Wilson,59,19,52,D,Poor Pursuance,535940
Robert Dennis,41,54,39,D,Poor Pursuance,559260
Jennifer Weiss,56,78,49,B,Average Performance,576701
Alex Murphy,50,58,11,D,Poor Pursuance,507698
Ms. Jennifer Jones,67,84,14,C,Below Average Achivement,545115
Stacie Lee,67,90,81,B+,Good Pursuance,595047
Wendy Rose,59,69,49,C,Below Average Achivement,557923
Joseph Clark,95,48,40,B,Average Performance,550142
Zachary Davis,10,82,31,D,Poor Pursuance,534932
Daniel Stephenson PhD,14,55,58,D,Poor Pursuance,512074
Patrick Hodge,55,50,87,B,Average Performance,570585
Steven Pierce,59,27,82,C,Below Average Achivement,541095
Tamara Carroll,78,54,50,C,Below Average Achivement,519521
Ryan Sanders,79,27,12,D,Poor Pursuance,570286
Russell Lee,99,17,59,C,Below Average Achivement,525753
Morgan Anderson,39,56,30,D,Poor Pursuance,593001
Joshua Fuentes,61,45,83,B,Average Performance,553048
Heidi White,27,30,100,C,Below Average Achivement,514249
Michael Carlson,21,64,62,D,Poor Pursuance,554772
Matthew Carter,23,44,74,D,Poor Pursuance,513073
Kimberly Robinson,48,25,23,F,Failed,525334
Lisa Swanson,97,96,98,A+,Excellent Performance,594544
Cynthia Garcia,11,30,11,F,Failed,556866
Brian Clark,75,32,14,D,Poor Pursuance,591313
Crystal Rogers,15,96,48,C,Below Average Achivement,565489
Stacy Horn,93,14,20,D,Poor Pursuance,534862
Eric Chase,82,21,76,C,Below Average Achivement,575939
Mrs. Jennifer Campos,69,96,19,B,Average Performance,510531
Kathleen Hayden,62,89,53,B,Average Performance,586939
Keith Graham,100,76,80,A,Very Good Achivement,534196
Danielle Newton,53,76,25,C,Below Average Achivement,548476
Patricia Gonzales,66,35,67,C,Below Average Achivement,552599
Jessica Martin,79,27,86,B,Average Performance,592205
Robert Boyd,53,67,33,C,Below Average Achivement,510957
Christopher Perkins,74,42,20,D,Poor Pursuance,559687
Kenneth Smith,50,82,66,B,Average Performance,588262
Greg Harris,90,56,69,B+,Good Pursuance,595062
Andrew Myers,67,81,36,B,Average Performance,537244
Kurt Grant,12,54,16,F,Failed,563772
Veronica Smith,47,86,24,C,Below Average Achivement,536930
Kenneth Walters,40,46,50,D,Poor Pursuance,581592
Leah Johnson,85,53,33,C,Below Average Achivement,532365
Angela Jones,32,36,50,D,Poor Pursuance,511746
Bethany Brown,63,75,39,C,Below Average Achivement,550345
Brooke Joyce,94,63,39,B,Average Performance,544724
Wendy Walsh,58,84,94,B+,Good Pursuance,560100
Robert Jackson,34,52,30,D,Poor Pursuance,574573
Terry Powers,26,42,95,C,Below Average Achivement,582738
Kimberly Price DVM,23,86,42,D,Poor Pursuance,540387
David Smith,65,81,18,C,Below Average Achivement,514696
Samantha Ruiz,34,38,77,D,Poor Pursuance,510565
Amy Middleton,87,38,50,C,Below Average Achivement,547355
Christopher Walker,99,49,42,B,Average Performance,522713
Cody Owens,72,34,90,B,Average Performance,502680
Robert Pruitt,24,10,42,F,Failed,597706
Patty Coffey,68,91,13,C,Below Average Achivement,508511
Jennifer Holland,95,55,89,B+,Good Pursuance,522860
Tammy Collins,41,54,23,D,Poor Pursuance,573510
Michele Alexander,82,55,13,D,Poor Pursuance,564236
Erik Miller,57,75,64,B,Average Performance,565017
Claudia Sims,75,51,85,B,Average Performance,544897
Angela Duncan,38,66,54,C,Below Average Achivement,561930
Mr. Brandon Kim,77,68,65,B,Average Performance,543626
Justin Murphy,38,83,43,C,Below Average Achivement,566962
Logan Mills,91,39,45,C,Below Average Achivement,550377
Tracy Benson,17,77,21,D,Poor Pursuance,534739
Kathy Nguyen,85,81,44,B,Average Performance,547871
Stephanie Church,77,73,37,B,Average Performance,500155
Megan Durham,52,86,61,B,Average Performance,554785
Brianna Edwards,84,25,86,B,Average Performance,570421
Thomas Edwards,96,49,30,C,Below Average Achivement,504134
William Johnson,54,15,86,C,Below Average Achivement,574032
Mary Medina,69,88,64,B+,Good Pursuance,566354
Ronald Jordan,78,36,13,D,Poor Pursuance,559239
James Bradley,69,55,43,C,Below Average Achivement,511327
Cheryl Riggs,19,87,38,D,Poor Pursuance,576890
Tracy Kemp,98,98,71,A,Very Good Achivement,594886
Carl Long,85,46,50,C,Below Average Achivement,513681
Angela Bell,47,53,58,C,Below Average Achivement,558150
Peter White,66,98,63,B+,Good Pursuance,503150
Clayton Cunningham,33,28,98,C,Below Average Achivement,519510
Andrew Howard,12,61,13,F,Failed,572438
Kenneth Gross,81,53,18,D,Poor Pursuance,509286
Jonathan Orozco,63,43,96,B,Average Performance,530877
Thomas Bell,84,18,40,D,Poor Pursuance,591137
Sophia Wallace,14,21,70,D,Poor Pursuance,559108
Katherine Wiggins,55,21,16,F,Failed,528868
Tiffany Archer,16,14,15,F,Failed,531757
Tammy Harper,87,56,21,C,Below Average Achivement,559377
Matthew Thompson,53,92,36,C,Below Average Achivement,568670
Taylor Long,92,75,81,A,Very Good Achivement,564560
Samuel Hicks,38,67,27,D,Poor Pursuance,595491
Jennifer Collins,10,76,50,D,Poor Pursuance,516701
David Rodriguez,17,75,74,C,Below Average Achivement,517170
Lori Kaufman,59,55,14,D,Poor Pursuance,550519
Nathan Brooks,71,10,75,C,Below Average Achivement,518928
Katherine Ware,98,21,94,B+,Good Pursuance,552625
Jose Garrison,16,38,82,D,Poor Pursuance,576186
Madison Miles,86,20,87,B,Average Performance,591281
Ryan May,87,38,54,C,Below Average Achivement,578544
Diana Schneider,32,95,50,C,Below Average Achivement,513970
Jonathan Simmons,51,69,35,C,Below Average Achivement,592105
Antonio Graham,86,19,71,C,Below Average Achivement,547828
Reginald Cameron,42,35,17,F,Failed,521520
Mr. Jordan Reyes Jr.,86,11,39,D,Poor Pursuance,545309
Philip Vazquez,81,49,57,B,Average Performance,582660
Roger Christensen,13,73,96,C,Below Average Achivement,548307
Melissa Rodriguez,24,10,14,F,Failed,542181
Tammy Torres,96,73,62,B+,Good Pursuance,527452
Janice Montgomery,56,20,35,D,Poor Pursuance,553472
Robert Alexander,49,89,81,B+,Good Pursuance,569307
Ashley Mitchell,50,54,84,B,Average Performance,558288
Henry Porter,48,27,99,C,Below Average Achivement,543778
Thomas Smith,67,59,94,B+,Good Pursuance,559051
Heather Wright,54,45,60,C,Below Average Achivement,533974
Jessica Clements,50,12,65,D,Poor Pursuance,550697
Dalton Miller,63,49,94,B,Average Performance,513162
Javier Ross,27,79,59,C,Below Average Achivement,589841
Maria Nichols,33,35,10,F,Failed,534153
Joseph Smith,92,58,40,B,Average Performance,595829
Jennifer Fowler,28,32,23,F,Failed,577028
Nancy Hunter,100,31,17,D,Poor Pursuance,591360
Jeremy Hernandez,100,62,67,B+,Good Pursuance,537685
Laurie White,100,78,27,B,Average Performance,550160
Matthew Humphrey,54,50,65,C,Below Average Achivement,594235
Mary Melendez,39,85,23,D,Poor Pursuance,513819
Kirk Willis,79,68,12,C,Below Average Achivement,586832
Valerie Johnson,41,60,90,B,Average Performance,573887
Regina Morris,54,69,50,C,Below Average Achivement,545883
Jill Warner,60,20,70,D,Poor Pursuance,587866
Charles White,49,10,69,D,Poor Pursuance,539314
Julie Turner,81,62,13,C,Below Average Achivement,536588
John Dixon,86,75,85,A,Very Good Achivement,568274
Michael Farrell,29,25,31,F,Failed,516548
Philip Espinoza,23,35,44,D,Poor Pursuance,532263
Sarah Ross,28,10,92,D,Poor Pursuance,518694
Jennifer Moyer,98,22,22,D,Poor Pursuance,565309
Michael Harris,70,68,85,B+,Good Pursuance,517292
Mark Warner,39,74,79,B,Average Performance,597924
Bonnie Kelley,51,10,31,F,Failed,536388
Jean Peters,25,72,30,D,Poor Pursuance,564931
John Harris,12,24,30,F,Failed,597590
Christina Suarez,85,87,82,A,Very Good Achivement,580948
Timothy Williams,16,15,24,F,Failed,519706
Alexandra Bautista,35,41,39,D,Poor Pursuance,501383
Hailey Compton,23,94,73,B,Average Performance,585246
Katherine George,74,72,16,C,Below Average Achivement,521359
Adam Tucker,49,42,77,C,Below Average Achivement,582912
John Richards,19,25,85,D,Poor Pursuance,554433
Paul Chandler,15,22,53,F,Failed,507160
Angela Lopez,75,75,84,B+,Good Pursuance,570014
Dalton Campbell,100,82,33,B+,Good Pursuance,590814
Wayne Pierce,62,98,81,B+,Good Pursuance,585612
Samantha Carter,81,15,38,D,Poor Pursuance,572871
Kyle Roberts,60,52,79,B,Average Performance,574155
Sean Ward,52,20,56,D,Poor Pursuance,506288
Travis Watson,14,57,51,D,Poor Pursuance,580511
Donald Gill,15,42,15,F,Failed,583077
John Gardner,23,82,95,B,Average Performance,500308
Taylor Thomas,98,67,70,B+,Good Pursuance,553752
Joel Alexander,50,70,22,D,Poor Pursuance,510468
Christopher Reyes,68,54,86,B,Average Performance,568704
Emily Matthews,43,95,23,C,Below Average Achivement,572532
Adrian Hopkins,72,53,16,D,Poor Pursuance,548782
Robin Obrien,71,66,37,C,Below Average Achivement,524733
Todd Bell,22,36,49,D,Poor Pursuance,523170
David Cruz,12,15,59,F,Failed,577390
Martin Bass,61,59,66,B,Average Performance,575201
Dylan Thompson,79,56,49,B,Average Performance,585025
Stephen Coleman,62,62,100,B+,Good Pursuance,592291
Amber Chambers,14,27,54,F,Failed,594680
Brandon Morris,24,79,11,D,Poor Pursuance,545691
Cheryl Chavez,61,98,92,A,Very Good Achivement,561726
Steven Novak,78,86,45,B,Average Performance,507091
James Diaz,73,65,87,B+,Good Pursuance,546278
Amber Long,32,46,85,C,Below Average Achivement,573761
Christina Fisher,16,10,19,F,Failed,582297
Susan Valencia,22,12,31,F,Failed,586317
Denise Goodman,86,97,94,A+,Excellent Performance,520534
Gary Cooper,97,66,63,B+,Good Pursuance,515167
Priscilla Ramirez,60,80,14,C,Below Average Achivement,536661
Dana Campos,57,31,43,D,Poor Pursuance,593142
Robert Sutton,63,35,22,D,Poor Pursuance,541492
Jamie Abbott,92,88,95,A+,Excellent Performance,505961
Jonathan Phillips,48,50,63,C,Below Average Achivement,585553
Victoria Moore,67,20,64,D,Poor Pursuance,561592
Jason Leach,64,17,51,D,Poor Pursuance,583643
Danielle Chase,52,93,85,B+,Good Pursuance,569943
Janet Diaz,42,98,39,C,Below Average Achivement,586014
Elizabeth Adams,86,21,35,D,Poor Pursuance,545945
Pamela Hunt,22,25,60,D,Poor Pursuance,552703
William Collins,94,61,52,B,Average Performance,547776
Tammy Turner,44,30,73,D,Poor Pursuance,533035
Troy Henry,37,99,94,B+,Good Pursuance,598547
Johnny Harmon,63,27,75,C,Below Average Achivement,504378
Jason Clark,15,58,93,C,Below Average Achivement,509769
Aaron Foster,20,62,77,C,Below Average Achivement,560628
Michelle Jones,13,12,55,F,Failed,590342
Maria Pace,83,77,19,C,Below Average Achivement,516856
Brandon Jones,71,67,20,C,Below Average Achivement,506677
Ashley Chen,85,87,79,A,Very Good Achivement,597215
Jordan Phillips,83,10,43,D,Poor Pursuance,558528
Raymond Quinn,77,21,88,B,Average Performance,556560
Zachary Jones,14,49,66,D,Poor Pursuance,599265
Richard Yoder,66,37,22,D,Poor Pursuance,527568
Brady Wilson,60,26,68,C,Below Average Achivement,566287
Monica Reed,32,24,77,D,Poor Pursuance,560525
Paul Turner,87,84,71,B+,Good Pursuance,546048
Kristopher Phillips,29,67,77,C,Below Average Achivement,567399
Kyle Scott,64,24,42,D,Poor Pursuance,539704
Mrs. Amanda Mcdonald,22,24,51,F,Failed,556899
Matthew Roth,68,94,44,B,Average Performance,554773
Cindy Torres,10,98,74,C,Below Average Achivement,528353
Miranda Drake,31,64,14,D,Poor Pursuance,554246
Brenda Knight,93,73,76,B+,Good Pursuance,535327
Stephanie Adams,28,43,40,D,Poor Pursuance,588943
Jacob Bailey,12,20,10,F,Failed,597163
Catherine Franklin,23,63,23,D,Poor Pursuance,502110
Dana Livingston,23,35,80,D,Poor Pursuance,599006
James Evans,26,17,44,F,Failed,573831
Tara Hamilton,83,44,93,B+,Good Pursuance,562211
Brandon Huynh,53,99,65,B+,Good Pursuance,590862
Brittney Smith,90,34,38,C,Below Average Achivement,529232
Christine Moses,78,69,26,C,Below Average Achivement,540546
Amy Middleton,39,58,65,C,Below Average Achivement,524404
David Fox,22,32,11,F,Failed,550955
Linda Salazar,62,61,40,C,Below Average Achivement,538422
Gloria Taylor,78,53,72,B,Average Performance,549669
Lindsay Collins,28,45,98,C,Below Average Achivement,536198
Tyler Campbell,68,28,28,D,Poor Pursuance,592397
Michael Lopez,40,61,69,C,Below Average Achivement,589890
Diane Macdonald,93,47,16,C,Below Average Achivement,567381
Kayla Mclaughlin,73,89,48,B,Average Performance,544246
Tracy Dominguez,83,46,73,B,Average Performance,506650
Danielle Alvarado,93,13,79,B,Average Performance,590997
Jeremy Harmon,89,51,35,C,Below Average Achivement,593815
Jessica Murphy,65,66,26,C,Below Average Achivement,555856
Michelle Thompson,20,74,65,C,Below Average Achivement,505834
Ashley Richard,68,61,87,B+,Good Pursuance,588744
Alex Lewis,86,51,65,B,Average Performance,578520
Joseph Nichols,39,80,43,C,Below Average Achivement,576624
Nichole Snow,93,62,98,A,Very Good Achivement,550932
Shelley Smith,33,65,84,C,Below Average Achivement,547111
Robert Morse,11,85,25,D,Poor Pursuance,533785
Sarah Acosta,87,44,96,B+,Good Pursuance,548795
Justin Lawson,46,52,75,C,Below Average Achivement,524618
Kristin Bowen,45,14,77,D,Poor Pursuance,572835
Rebecca Hayden,38,13,53,D,Poor Pursuance,509064
Sylvia Parks,37,84,84,B,Average Performance,561723
Laura Morris,54,17,82,C,Below Average Achivement,594973
James Nolan,93,55,82,B+,Good Pursuance,582231
Lisa Williams,61,74,62,B,Average Performance,537613
Steven Torres,80,82,13,C,Below Average Achivement,522422
Sean Holt PhD,13,26,47,F,Failed,505792
Nicholas Walters,50,85,95,B+,Good Pursuance,528084
Robin Watson,92,40,42,C,Below Average Achivement,563381
Christopher Stanley,10,85,93,B,Average Performance,525410
Christina Robinson,69,54,60,B,Average Performance,580374
Eric Allen,11,71,53,D,Poor Pursuance,551698
Joshua Wilson,34,81,56,C,Below Average Achivement,509919
Matthew Hays,16,57,22,F,Failed,598098
Ronald Daniels,68,79,37,B,Average Performance,581408
Tonya Deleon,52,28,21,D,Poor Pursuance,582812
Devin Thompson,44,51,74,C,Below Average Achivement,541009
Rebekah Alexander,90,24,40,C,Below Average Achivement,582564
Jeffrey Long,95,20,48,C,Below Average Achivement,578600
Jennifer Perez,81,15,71,C,Below Average Achivement,523628
Sherri Mason,57,49,64,C,Below Average Achivement,554720
Vickie James,49,21,28,F,Failed,528901
Luis Peterson,71,74,98,A,Very Good Achivement,582748
Emma Bolton,64,46,42,D,Poor Pursuance,545540
Michelle Shelton,69,88,55,B,Average Performance,513072
Pamela Perry,46,84,10,D,Poor Pursuance,558172
Rebecca Foster,94,29,18,D,Poor Pursuance,542832
Erica Brown,43,69,98,B,Average Performance,534368
Robert Bennett,26,83,47,C,Below Average Achivement,511294
Cathy Rich,72,60,46,C,Below Average Achivement,568169
Dawn Cherry,46,67,34,D,Poor Pursuance,506281
Marcus Orozco,71,93,26,B,Average Performance,503517
Adrian Harrison,85,73,16,C,Below Average Achivement,545226
Darlene Russell,54,42,51,D,Poor Pursuance,503395
Tara Jordan,41,17,66,D,Poor Pursuance,595966
Philip Ashley,37,79,60,C,Below Average Achivement,599206
Mark Mendoza,41,84,16,D,Poor Pursuance,593577
Patricia Johnson,61,33,77,C,Below Average Achivement,565916
Summer Newman,32,97,19,D,Poor Pursuance,529355
Jonathan Wilson,19,53,16,F,Failed,547515
Patrick Lopez,44,14,89,D,Poor Pursuance,577945
Karen Curtis,70,73,16,C,Below Average Achivement,539847
Kathy Morgan,32,33,64,D,Poor Pursuance,561741
Thomas Stewart,48,17,70,D,Poor Pursuance,539322
Colleen Liu,75,32,38,D,Poor Pursuance,565778
Eric Kirk,45,17,46,D,Poor Pursuance,513031
Krista Gallagher,40,20,80,D,Poor Pursuance,587702
Matthew Nelson,78,90,83,A,Very Good Achivement,526204
Thomas Valdez,96,16,99,B,Average Performance,520541
Mr. Aaron Ray,72,22,55,D,Poor Pursuance,507235
Hannah Martin,86,68,18,C,Below Average Achivement,531362
Cynthia Stevenson,32,40,35,D,Poor Pursuance,536231
Anthony Chen,72,81,92,A,Very Good Achivement,556665
Jade Fowler,12,33,90,D,Poor Pursuance,544020
Sierra Terry,70,42,48,C,Below Average Achivement,508682
Marc Greene,75,10,98,B,Average Performance,582450
Sarah Figueroa,49,81,72,B,Average Performance,577974
Bridget French,68,18,47,D,Poor Pursuance,542819
Kimberly Donaldson,91,39,80,B,Average Performance,572684
Levi Osborne,25,72,31,D,Poor Pursuance,576873
Eric Patel,45,26,85,C,Below Average Achivement,582264
Joseph Benton,87,23,19,D,Poor Pursuance,593361
Jonathan Flowers,42,54,80,C,Below Average Achivement,584059
Crystal Hall,21,59,95,C,Below Average Achivement,588433
